	Ensembl_ID	Gene	Description	Chromosome_Name	Start_Position	End_Position	Strand	Gene_GC_Percent	Biotype	RefSeq_ID	Unigene_ID	Entrez_ID
ENSG00000226908	ENSG00000226908	HIST1H2BPS3	histone cluster 1 H2B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42633]	13	21483834	21484174	-1	62.46	processed_pseudogene			NA
ENSG00000226912	ENSG00000226912	ISCA2P1	iron-sulfur cluster assembly 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38022]	22	26644889	26645336	-1	58.26	processed_pseudogene			NA
ENSG00000226913	ENSG00000226913	BSN-AS2	BSN antisense RNA 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:42445]	3	49549306	49554366	-1	51	lincRNA		Hs.435651	100132677
ENSG00000226914	ENSG00000226914	PPP1R2P1	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9289]	CHR_HSCHR6_MHC_QBL_CTG1	32807865	32808542	-1	45.43	transcribed_processed_pseudogene		Hs.730139	NA
ENSG00000226915	ENSG00000226915	AC068137.1		2	130293822	130294405	1	50.34	processed_pseudogene			NA
ENSG00000226916	ENSG00000226916	WDR46	WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]	CHR_HSCHR6_MHC_DBB_CTG1	33257029	33267452	-1	51.91	protein_coding	, NM_001164267, NM_005452	Hs.520063	9277
ENSG00000226917	ENSG00000226917	LINC01276	long intergenic non-protein coding RNA 1276 [Source:HGNC Symbol;Acc:HGNC:50333]	6	41502444	41519852	1	51.24	lincRNA			103106903
ENSG00000226918	ENSG00000226918	AC010086.1		Y	21311268	21318895	1	35.66	unprocessed_pseudogene			NA
ENSG00000226919	ENSG00000226919	AL365184.1		1	240765557	240768680	1	40.4	antisense_RNA			NA
ENSG00000226920	ENSG00000226920	AL160004.1		1	229440284	229441020	-1	48.58	3prime_overlapping_ncRNA			NA
ENSG00000226921	ENSG00000226921	LINC00454	long intergenic non-protein coding RNA 454 [Source:HGNC Symbol;Acc:HGNC:42802]	13	113878489	113883651	-1	51.75	lincRNA			NA
ENSG00000226923	ENSG00000226923	MCCD1	mitochondrial coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:20668]	CHR_HSCHR6_MHC_COX_CTG1	31516169	31517684	1	57.52	protein_coding	NM_001011700		401250
ENSG00000226925	ENSG00000226925	AC007271.1		2	102172621	102182108	-1	39.51	antisense_RNA		Hs.610644	NA
ENSG00000226926	ENSG00000226926	PDZPH1P	PDZ and pleckstrin homology domains 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:51488]	5	103430406	103526618	-1	37.19	transcribed_unitary_pseudogene			NA
ENSG00000226927	ENSG00000226927	AL451081.1		1	220359731	220360183	-1	45.7	lincRNA		Hs.588513	NA
ENSG00000226928	ENSG00000226928	RPS14P4	ribosomal protein S14 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36419]	2	111295629	111296046	-1	49.76	processed_pseudogene			NA
ENSG00000226929	ENSG00000226929	CT47A11	cancer/testis antigen family 47, member A11 [Source:HGNC Symbol;Acc:HGNC:27397]	X	120933840	120937158	-1	49.5	protein_coding	NM_173571		255313
ENSG00000226930	ENSG00000226930	GTF2IP2	general transcription factor IIi pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16082]	21	13443373	13489176	-1	38.79	unprocessed_pseudogene			NA
ENSG00000226931	ENSG00000226931	OR2J1	olfactory receptor family 2 subfamily J member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8259]	CHR_HSCHR6_MHC_MCF_CTG1	29100753	29102025	1	41.4	protein_coding			442185
ENSG00000226932	ENSG00000226932	BX005432.1		CHR_HSCHR6_MHC_SSTO_CTG1	29269328	29270287	-1	42.81	unprocessed_pseudogene			NA
ENSG00000226933	ENSG00000226933	NRBF2P2	nuclear receptor binding factor 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44605]	3	46023296	46024156	1	46.11	processed_pseudogene			NA
ENSG00000226935	ENSG00000226935	LINC00161	long intergenic non-protein coding RNA 161 [Source:HGNC Symbol;Acc:HGNC:17138]	21	28539318	28540355	1	40.56	lincRNA		Hs.438549	118421
ENSG00000226936	ENSG00000226936	B3GALT4	beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]	CHR_HSCHR6_MHC_COX_CTG1	33198732	33200425	1	64.29	protein_coding	NM_003782	Hs.534375	8705
ENSG00000226937	ENSG00000226937	CEP164P1	centrosomal protein 164 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44988]	10	45002222	45076066	-1	39.14	transcribed_processed_pseudogene		Hs.655124	NA
ENSG00000226938	ENSG00000226938	AC119428.1		1	53348488	53349233	-1	58.31	lincRNA		Hs.576152	NA
ENSG00000226939	ENSG00000226939	AC062021.1		2	139366165	139379147	1	38.8	lincRNA		Hs.589819	NA
ENSG00000226940	ENSG00000226940	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33449]	CHR_HSCHR6_MHC_MANN_CTG1	29898524	29899386	-1	56.55	unprocessed_pseudogene			NA
ENSG00000226941	ENSG00000226941	RBMY1J	RNA binding motif protein, Y-linked, family 1, member J [Source:HGNC Symbol;Acc:HGNC:23917]	Y	22403461	22417881	1	36.85	protein_coding	, NM_001006117		378951
ENSG00000226942	ENSG00000226942	IL9RP3	interleukin 9 receptor pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:6033]	16	29336	38321	-1	57.01	unprocessed_pseudogene			NA
ENSG00000226943	ENSG00000226943	ALG1L5P	asparagine-linked glycosylation 1-like 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:44374]	7	6923804	6930835	1	54.32	unprocessed_pseudogene			NA
ENSG00000226944	ENSG00000226944	AL031847.1		1	6204840	6205780	-1	58.13	antisense_RNA		Hs.669107	102724450
ENSG00000226945	ENSG00000226945	AC098935.1		1	206907619	206908229	1	57.12	processed_pseudogene			NA
ENSG00000226946	ENSG00000226946	AC062022.1		2	161568502	161570185	-1	39.96	processed_pseudogene			NA
ENSG00000226947	ENSG00000226947	AL139247.1		1	152644393	152644717	-1	62.15	unprocessed_pseudogene			NA
ENSG00000226948	ENSG00000226948	RPS4XP2	ribosomal protein S4X pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16563]	20	4629427	4630219	-1	46.28	processed_pseudogene			NA
ENSG00000226949	ENSG00000226949	OR6K5P	olfactory receptor family 6 subfamily K member 5 pseudogene [Source:HGNC Symbol;Acc:HGNC:15032]	1	158742146	158743415	-1	47.8	unprocessed_pseudogene			NA
ENSG00000226950	ENSG00000226950	DANCR	differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964]	4	52712404	52720351	1	44.16	processed_transcript			57291
ENSG00000226952	ENSG00000226952	AC093019.1		1	100099239	100099490	1	39.29	processed_pseudogene			NA
ENSG00000226953	ENSG00000226953	AC010890.1		2	133264968	133284762	1	38.41	antisense_RNA			101928161
ENSG00000226954	ENSG00000226954	AL023802.1		22	49718053	49724506	-1	51.32	lincRNA		Hs.640093	NA
ENSG00000226955	ENSG00000226955	AC104306.2		3	32592972	32593312	-1	59.82	processed_pseudogene			NA
ENSG00000226956	ENSG00000226956	AP000432.1		21	17659276	17660384	-1	41.75	lincRNA			NA
ENSG00000226957	ENSG00000226957	AL358075.1		1	46046818	46048368	1	43.26	antisense_RNA			NA
ENSG00000226960	ENSG00000226960	MTCO1P21	mitochondrially encoded cytochrome c oxidase I pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:52086]	1	93927714	93928302	-1	34.63	unprocessed_pseudogene			NA
ENSG00000226961	ENSG00000226961	AC099344.1		2	11351627	11352118	1	48.17	processed_pseudogene			NA
ENSG00000226962	ENSG00000226962	RAC1P6	ras-related C3 botulinum toxin substrate 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42006]	7	115136475	115137220	-1	39.95	processed_pseudogene			NA
ENSG00000226963	ENSG00000226963	AC078883.2		2	172427774	172428603	-1	64.7	antisense_RNA			NA
ENSG00000226964	ENSG00000226964	RHEBP2	Ras-homolog enriched in brain pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44991]	10	47706203	47706802	1	40.67	processed_pseudogene			NA
ENSG00000226965	ENSG00000226965	AC092167.1		7	110432239	110534754	-1	37.68	lincRNA			105375451
ENSG00000226967	ENSG00000226967	HAUS4P1	HAUS augmin like complex subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43763]	1	170369223	170370367	-1	50.83	processed_pseudogene			NA
ENSG00000226968	ENSG00000226968	LINC00423	long intergenic non-protein coding RNA 423 [Source:HGNC Symbol;Acc:HGNC:42758]	13	32877431	32911650	-1	42.06	lincRNA			NA
ENSG00000226969	ENSG00000226969	AL391845.1		1	2049203	2050070	-1	64.4	antisense_RNA			NA
ENSG00000226970	ENSG00000226970	AL450063.1		1	84244334	84244577	1	45.9	processed_pseudogene			NA
ENSG00000226971	ENSG00000226971	AL606490.2		X	48446893	48448879	-1	45.19	processed_pseudogene			NA
ENSG00000226972	ENSG00000226972	RPL12P19	ribosomal protein L12 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36248]	2	44270621	44271106	1	50.21	processed_pseudogene			NA
ENSG00000226973	ENSG00000226973	AL512638.1		1	115471941	115476027	1	51.6	unprocessed_pseudogene			NA
ENSG00000226975	ENSG00000226975	AC006987.1		Y	10169788	10170314	-1	61.48	unprocessed_pseudogene			NA
ENSG00000226976	ENSG00000226976	COX6A1P2	cytochrome c oxidase subunit 6A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:35239]	6	37044860	37045189	1	58.48	processed_pseudogene			NA
ENSG00000226977	ENSG00000226977	HMGN1P24	high mobility group nucleosome binding domain 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:39368]	13	95809310	95809607	-1	47.65	processed_pseudogene			NA
ENSG00000226978	ENSG00000226978	MAGI2-AS2	MAGI2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40861]	7	79008988	79012277	1	34.74	antisense_RNA		Hs.128252	100874021
ENSG00000226979	ENSG00000226979	LTA	lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709]	6	31572054	31574324	1	57.77	protein_coding	NM_001159740, , NM_000595	Hs.36	4049
ENSG00000226981	ENSG00000226981	ABHD17AP6	abhydrolase domain containing 17A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:34044]	17	20814620	20844257	1	42.75	unprocessed_pseudogene			NA
ENSG00000226982	ENSG00000226982	CENPCP1	centromere protein C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:1855]	12	89500093	89502670	1	37.2	processed_pseudogene			NA
ENSG00000226983	ENSG00000226983	LINC01692	long intergenic non-protein coding RNA 1692 [Source:HGNC Symbol;Acc:HGNC:52480]	21	24840550	25057746	1	36.08	lincRNA		Hs.616316	339622
ENSG00000226984	ENSG00000226984	AL035410.1		1	114459934	114460360	1	40.28	processed_pseudogene			NA
ENSG00000226985	ENSG00000226985	LINC01203	long intergenic non-protein coding RNA 1203 [Source:HGNC Symbol;Acc:HGNC:49634]	X	13335241	13373634	1	40.27	lincRNA			100133123
ENSG00000226986	ENSG00000226986	AC092017.1		1	211207239	211207897	1	54.32	processed_pseudogene			NA
ENSG00000226987	ENSG00000226987	AL157938.1		9	131240687	131241724	1	53.28	processed_pseudogene			NA
ENSG00000226989	ENSG00000226989	AL049758.1		22	42853403	42853799	-1	50.63	processed_pseudogene			NA
ENSG00000226990	ENSG00000226990	AC025946.1		10	8400860	8461863	1	42.22	lincRNA		Hs.576828	NA
ENSG00000226991	ENSG00000226991	AC140479.1		2	110358790	110359126	1	39.17	processed_pseudogene			NA
ENSG00000226992	ENSG00000226992	AC145625.1		2	238788648	238789716	-1	40.79	lincRNA		Hs.579971	NA
ENSG00000226993	ENSG00000226993	POLR2LP1	RNA polymerase II subunit L pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31340]	CHR_HSCHR6_MHC_COX_CTG1	31133236	31133422	1	64.17	processed_pseudogene			NA
ENSG00000226994	ENSG00000226994	AC012593.1		2	34799850	35185689	1	35.09	lincRNA			NA
ENSG00000226995	ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658 [Source:HGNC Symbol;Acc:HGNC:44315]	20	5426895	5471094	-1	43.83	lincRNA		Hs.121383	100507629
ENSG00000226996	ENSG00000226996	AP000477.1		21	24043257	24050286	1	35.43	lincRNA			NA
ENSG00000226998	ENSG00000226998	MTATP6P30	mitochondrially encoded ATP synthase 6 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:52185]	9	31505280	31505943	1	33.89	unprocessed_pseudogene			NA
ENSG00000226999	ENSG00000226999	AC073325.2		7	45534523	45534681	-1	50.94	processed_pseudogene			NA
ENSG00000227000	ENSG00000227000	HSPD1P14	heat shock protein family D (Hsp60) member 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35143]	1	33838523	33840140	1	39.93	processed_pseudogene			NA
ENSG00000227001	ENSG00000227001	NBPF2P	NBPF member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:31987]	1	21424625	21427967	-1	44.45	unprocessed_pseudogene			NA
ENSG00000227002	ENSG00000227002	SNRPEP10	small nuclear ribonucleoprotein polypeptide E pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:43575]	1	223644110	223644383	-1	38.69	processed_pseudogene			NA
ENSG00000227004	ENSG00000227004	AC108032.1		2	199872172	199872378	1	38.16	processed_pseudogene			NA
ENSG00000227006	ENSG00000227006	AL136988.2		1	230258694	230268483	-1	47.52	antisense_RNA			NA
ENSG00000227007	ENSG00000227007	LINC01247	long intergenic non-protein coding RNA 1247 [Source:HGNC Symbol;Acc:HGNC:49841]	2	6366010	6375422	-1	37.89	lincRNA		Hs.434407	101929390
ENSG00000227008	ENSG00000227008	AL009174.1		X	133670971	133671386	1	42.31	processed_pseudogene			NA
ENSG00000227009	ENSG00000227009	FUNDC2P4	FUN14 domain containing 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37971]	22	39155525	39155945	1	50.59	processed_pseudogene			NA
ENSG00000227011	ENSG00000227011	C17orf112	chromosome 17 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:42963]	17	52985520	52987652	1	40.32	lincRNA	NM_001243552	Hs.146556	NA
ENSG00000227012	ENSG00000227012	LINC02527	long intergenic non-protein coding RNA 2527 [Source:HGNC Symbol;Acc:HGNC:53553]	6	111900489	111901851	-1	43.58	lincRNA			NA
ENSG00000227013	ENSG00000227013	OR7E96P	olfactory receptor family 7 subfamily E member 96 pseudogene [Source:HGNC Symbol;Acc:HGNC:14815]	8	8039978	8040953	1	49.08	unprocessed_pseudogene			NA
ENSG00000227014	ENSG00000227014	AC007285.1		7	29988600	30025660	1	40.27	antisense_RNA			NA
ENSG00000227015	ENSG00000227015	AC023141.4		7	57770619	57770946	-1	52.13	unprocessed_pseudogene			NA
ENSG00000227016	ENSG00000227016	AL583808.2		1	72765031	72791282	1	34.83	lincRNA		Hs.434265	NA
ENSG00000227017	ENSG00000227017	AC007036.1		7	30176387	30179014	-1	45.93	lincRNA		Hs.566766	NA
ENSG00000227018	ENSG00000227018	IL6STP1	interleukin 6 signal transducer pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6022]	17	15783288	15784307	1	38.14	processed_pseudogene			NA
ENSG00000227019	ENSG00000227019	OR7E101P	olfactory receptor family 7 subfamily E member 101 pseudogene [Source:HGNC Symbol;Acc:HGNC:15342]	13	46460609	46461121	1	46	unprocessed_pseudogene			NA
ENSG00000227021	ENSG00000227021	AC007557.1		2	216868012	216869156	1	42.71	lincRNA		Hs.635637	NA
ENSG00000227023	ENSG00000227023	OR51A3P	olfactory receptor family 51 subfamily A member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:14794]	11	4937371	4938294	-1	45.02	unprocessed_pseudogene			NA
ENSG00000227025	ENSG00000227025	CR388205.1		CHR_HSCHR6_MHC_DBB_CTG1	29996063	29997058	-1	65.46	unprocessed_pseudogene			NA
ENSG00000227027	ENSG00000227027	HLA-T	major histocompatibility complex, class I, T (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23478]	CHR_HSCHR6_MHC_COX_CTG1	29888080	29889211	1	51.94	unprocessed_pseudogene			NA
ENSG00000227028	ENSG00000227028	SLC8A1-AS1	SLC8A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44102]	2	39786453	40255209	1	38.74	antisense_RNA			100128590
ENSG00000227029	ENSG00000227029	AL139237.1		10	43912444	43914236	1	46.79	lincRNA			NA
ENSG00000227030	ENSG00000227030	CR759769.1		CHR_HSCHR6_MHC_DBB_CTG1	29800417	29801213	-1	49.81	processed_pseudogene			NA
ENSG00000227032	ENSG00000227032	RPS2P36	ribosomal protein S2 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:36784]	10	96620877	96621707	-1	54.99	processed_pseudogene			NA
ENSG00000227033	ENSG00000227033	AC019130.1		2	231978488	232015720	-1	39.44	antisense_RNA		Hs.604068	NA
ENSG00000227034	ENSG00000227034	AL445433.1		1	99008218	99008474	1	43.97	processed_pseudogene			NA
ENSG00000227035	ENSG00000227035	MTATP6P18	mitochondrially encoded ATP synthase 6 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:52063]	7	64106822	64107572	-1	35.55	unprocessed_pseudogene			NA
ENSG00000227036	ENSG00000227036	LINC00511	long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564]	17	72323123	72640472	-1	47.33	lincRNA		Hs.447555, Hs.637407, Hs.734879	400619
ENSG00000227038	ENSG00000227038	GTF2IP7	general transcription factor IIi pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:51720]	7	76090431	76108779	-1	43.95	transcribed_unprocessed_pseudogene		Hs.632320	NA
ENSG00000227039	ENSG00000227039	ITGB2-AS1	ITGB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44304]	21	44921051	44929678	1	49.14	antisense_RNA			100505746
ENSG00000227040	ENSG00000227040	AC022483.1		4	56760919	56761485	-1	39.86	processed_pseudogene			NA
ENSG00000227042	ENSG00000227042	AC003666.1		X	10242339	10365323	1	40.32	lincRNA			NA
ENSG00000227043	ENSG00000227043	LINC01682	long intergenic non-protein coding RNA 1682 [Source:HGNC Symbol;Acc:HGNC:52470]	1	229875550	229885752	-1	45.68	lincRNA			NA
ENSG00000227044	ENSG00000227044	OR2H2	olfactory receptor family 2 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8253]	CHR_HSCHR6_MHC_MANN_CTG1	29587046	29588629	1	49.87	protein_coding	NM_007160		7932
ENSG00000227045	ENSG00000227045	AL589765.1		1	151701026	151708386	1	56.22	antisense_RNA		Hs.679711	NA
ENSG00000227046	ENSG00000227046	DAXX	death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]	CHR_HSCHR6_MHC_COX_CTG1	33240162	33250873	-1	51.33	protein_coding	, NM_001350, NM_001141969, NM_001141970, NM_001254717		1616
ENSG00000227047	ENSG00000227047	AC012065.1		2	20499571	20501311	-1	50.32	lincRNA			NA
ENSG00000227048	ENSG00000227048	AC096677.3		1	201428975	201429361	1	47.8	processed_pseudogene			NA
ENSG00000227050	ENSG00000227050	AL512288.1		1	27938875	27960193	-1	50.78	antisense_RNA		Hs.568575	NA
ENSG00000227051	ENSG00000227051	C14orf132	chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]	14	96039324	96093889	1	47.76	protein_coding	NM_001289139, NM_001252507, NM_001282463, NM_001282464, 	Hs.6434	56967
ENSG00000227053	ENSG00000227053	AC105446.1		7	101014320	101017608	-1	55.52	antisense_RNA		Hs.571256	102724094
ENSG00000227054	ENSG00000227054	FDX1P2	ferredoxin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3641]	21	25692180	25692554	1	41.6	processed_pseudogene			NA
ENSG00000227055	ENSG00000227055	AC009961.2		2	159812234	159814009	-1	40.03	processed_pseudogene			NA
ENSG00000227056	ENSG00000227056	RPL6P2	ribosomal protein L6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:35964]	1	119219314	119220096	-1	44.96	processed_pseudogene			NA
ENSG00000227057	ENSG00000227057	WDR46	WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]	6	33279108	33289527	-1	51.88	protein_coding	, NM_001164267, NM_005452	Hs.520063	9277
ENSG00000227058	ENSG00000227058	BX510359.2		X	52545151	52547695	1	39.72	unprocessed_pseudogene			NA
ENSG00000227059	ENSG00000227059	ANHX	anomalous homeobox [Source:HGNC Symbol;Acc:HGNC:40024]	12	133218312	133236095	-1	53.94	protein_coding	, NM_001191054	Hs.703008	647589
ENSG00000227060	ENSG00000227060	LINC00629	long intergenic non-protein coding RNA 629 [Source:HGNC Symbol;Acc:HGNC:44262]	X	134549973	134559923	1	43.23	lincRNA			NA
ENSG00000227061	ENSG00000227061	AC079779.1		2	197569	202605	1	46.99	antisense_RNA		Hs.591591	NA
ENSG00000227062	ENSG00000227062	AL596276.1		1	80464301	80464718	-1	34.69	processed_pseudogene			NA
ENSG00000227063	ENSG00000227063	RPL41P1	ribosomal protein L41 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10356]	20	21755270	21755350	1	50.62	processed_pseudogene			NA
ENSG00000227064	ENSG00000227064	Z82205.1		X	132907279	132907575	-1	40.07	processed_pseudogene			NA
ENSG00000227066	ENSG00000227066	Z98257.1		1	20154338	20160568	1	49.09	lincRNA			NA
ENSG00000227067	ENSG00000227067	DPPA3P1	developmental pluripotency associated 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32345]	X	103961811	103962279	-1	46.06	processed_pseudogene			NA
ENSG00000227068	ENSG00000227068	AL162584.1		9	125567579	125573023	1	38.09	antisense_RNA			NA
ENSG00000227069	ENSG00000227069	CNN2P2	calponin 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39527]	9	40346144	40347052	-1	58.2	processed_pseudogene			NA
ENSG00000227070	ENSG00000227070	AC104170.1		1	51518309	51561629	1	42.35	antisense_RNA			NA
ENSG00000227071	ENSG00000227071	FOCAD-AS1	FOCAD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49789]	9	20683304	20684688	-1	58.34	lincRNA			NA
ENSG00000227072	ENSG00000227072	AL353706.1		6	108387512	108388080	1	32.16	processed_pseudogene			NA
ENSG00000227073	ENSG00000227073	SDHDP2	succinate dehydrogenase complex subunit D pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10685]	7	135444461	135444925	1	52.04	processed_pseudogene			NA
ENSG00000227074	ENSG00000227074	SAPCD1	suppressor APC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13938]	CHR_HSCHR6_MHC_DBB_CTG1	31744980	31747032	1	53.77	protein_coding	, NM_001039651	Hs.371225	401251
ENSG00000227075	ENSG00000227075	AP000472.1		21	21933315	21975681	-1	34.79	lincRNA			NA
ENSG00000227076	ENSG00000227076	AL158166.1		10	127934698	127936167	1	57.41	sense_intronic		Hs.666287	NA
ENSG00000227077	ENSG00000227077	AC107983.1		17	18572752	18572961	1	62.38	processed_pseudogene			NA
ENSG00000227078	ENSG00000227078	LINC02094	long intergenic non-protein coding RNA 2094 [Source:HGNC Symbol;Acc:HGNC:52945]	17	19419035	19424357	1	43.75	lincRNA		Hs.255966	NA
ENSG00000227080	ENSG00000227080	AC012441.1		7	51388430	51389114	-1	68.47	processed_pseudogene			NA
ENSG00000227081	ENSG00000227081	AC005912.1		12	3211663	3211917	-1	49.02	processed_pseudogene			NA
ENSG00000227082	ENSG00000227082	AC244021.1		1	121396754	121463129	1	36.93	lincRNA		Hs.535143	NA
ENSG00000227083	ENSG00000227083	L29074.1		X	147900178	147901459	-1	43.45	antisense_RNA			NA
ENSG00000227087	ENSG00000227087	RBMX2P5	RNA binding motif protein, X-linked 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39927]	5	80331573	80332541	-1	49.43	processed_pseudogene			NA
ENSG00000227088	ENSG00000227088	AC084149.1		2	77652413	77654668	-1	33.38	lincRNA		Hs.528875	NA
ENSG00000227089	ENSG00000227089	AL031767.1		6	21354411	21355296	-1	40.63	lincRNA		Hs.436137	NA
